short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
G. Sudakov,Georgiy SudakovСудаков Георгій Вікторович,"CAM, CM, CDM",80,87,43000000,25000,22,10,2026,Ukraine,8,Right,1,81,77,81,78,72,60,158,210,12,65,85,50,70,45
Anderson Talisca,Anderson Souza Conceição,"CAM, ST, RW, CM",81,81,21500000,66000,31,94,2026,Brazil,,Left,3,76,86,81,80,74,45,159,195,11,80,70,70,80,50
C. Baleba,Carlos Noom Quomah Baleba,"CDM, CM",81,87,38000000,70000,21,17,2028,Cameroon,,Left,3,74,70,80,75,79,79,160,5,1,65,85,55,70,45
N. Stanciu,Nicolae Claudiu Stanciu,"CM, CAM",77,77,8500000,26000,32,8,2027,Romania,21,Right,2,76,74,78,79,71,62,161,65,4,75,65,65,80,65
X. Simons,Xavier Quentin Shay Simons,"CAM, LM, ST",84,87,58500000,125000,22,7,2030,Netherlands,7,Right,3,77,77,87,80,70,61,162,18,1,70,90,60,75,40
C. Biraghi,Cristiano Biraghi,"LB, LM",78,78,9500000,40000,32,34,2027,Italy,,Left,2,72,69,76,78,71,76,163,77,4,80,65,80,80,65
G. Xhaka,Granit Xhaka,"CDM, CM",85,85,36000000,105000,32,34,2028,Switzerland,,Left,3,47,75,74,85,82,78,164,17,1,80,80,70,80,60
P. Dybala,Paulo Bruno Exequiel Dybala,"CAM, ST",86,86,56500000,105000,31,21,2026,Argentina,21,Left,4,80,85,87,84,64,41,165,75,4,85,75,80,75,50
C. Pulisic,Christian Mate Pulišić,"RW, RM, CAM",84,84,46000000,79000,26,11,2027,United States,10,Right,3,88,82,86,80,65,46,166,71,4,75,85,65,75,45
L. Advíncula,Luis Jan Piers Advíncula Castrillón,"RB, RM",75,75,1700000,14000,35,17,2026,Peru,,Right,1,92,69,74,70,86,68,167,256,99,80,65,75,80,65
S. Mané,Sadio Mané,"LM, RM, ST, LW",83,83,22500000,64000,33,10,2026,Senegal,,Right,3,82,81,85,78,75,44,168,181,10,75,65,75,75,75
Iñaki Williams,Iñaki Williams Arthuer,"RM, ST, RW",83,83,30000000,64000,31,9,2028,Ghana,19,Right,3,94,81,80,74,84,45,169,22,2,75,70,75,80,65
C. Puertas,Cameron Mitchel Puertas Castro,"CAM, CM",78,79,16500000,38000,26,18,2026,Spain,,Right,1,74,75,79,79,76,69,170,57,3,70,70,55,65,45
J. Clauss,Jonathan Clauss,"RB, RM",80,80,14500000,34000,32,92,2026,France,19,Right,2,85,69,78,76,69,73,171,91,5,80,65,80,75,65
M. Kerkez,Milos KerkezМилош Керкез,"LB, LM",82,86,41500000,81000,21,6,2030,Hungary,11,Left,3,87,59,78,75,80,77,172,12,1,70,90,70,75,45
K. Koné,Kouadio Emmanuel Boris Koné,CM,79,84,26500000,49000,24,17,2029,France,13,Right,2,74,74,81,75,82,74,173,75,4,65,80,55,70,50
Mingueza,Óscar Mingueza García,"RB, RM, LM",80,83,25500000,34000,26,3,2026,Spain,24,Right,1,80,66,77,77,76,76,174,25,2,75,80,70,70,50
H. Son,Heung-min Son손흥민 孙兴慜,"LW, ST, LM",85,85,43000000,21000,32,7,2027,Korea Republic,,Right,3,84,84,83,81,73,42,175,140,8,75,75,75,75,75
N. Kanté,N'Golo Kanté,"CDM, CM",85,85,18500000,74000,34,7,2026,France,,Right,3,77,65,80,73,79,85,176,177,10,80,75,70,75,60
K. Walker,Kyle Andrew Walker,"RB, RM",79,79,5500000,48000,35,2,2027,England,2,Right,3,80,64,76,75,78,77,177,6,1,85,60,85,75,65
Parejo,Daniel Parejo Muñoz,"CM, CDM",82,82,9500000,41000,36,10,2026,Spain,,Right,3,39,80,78,87,67,74,178,40,2,80,65,70,75,60
M. O'Riley,Matthew Sean O'Riley,"CAM, CM",78,83,21000000,72000,24,17,2026,Denmark,24,Left,1,68,78,76,79,73,67,179,87,5,65,85,50,75,50
L. Díaz,Luis Fernando Díaz Marulanda,"LM, LW, ST",85,85,54500000,100000,28,14,2029,Colombia,,Right,3,88,81,87,76,75,45,180,42,3,70,85,70,80,65
N. Amiri,Nadiem Amiri,"CM, CAM",81,81,25500000,40000,28,10,2028,Germany,10,Right,2,65,79,82,82,72,62,181,54,3,70,70,60,75,55
M. Kovačić,Mateo Kovačić,"CM, CDM, CAM",83,83,30000000,150000,31,8,2027,Croatia,8,Right,3,67,74,83,81,72,73,182,13,1,80,75,70,85,50
F. Ugrinić,Filip Ugrinić,"CM, CAM, CDM",75,78,7500000,32000,26,23,2029,Switzerland,,Right,1,77,73,75,74,85,69,183,39,2,70,70,55,65,45
O. Pineda,Orbelín Pineda Alvarado,"CAM, CM, RB",77,77,10500000,31000,29,13,2027,Mexico,17,Right,1,81,74,81,72,69,68,184,270,99,75,65,70,75,60
L. Paredes,Leandro Daniel Paredes,"CM, CDM",78,78,11500000,23000,31,5,2028,Argentina,5,Right,3,62,70,79,82,74,72,185,256,99,80,65,70,80,50
P. Foden,Philip Walter Foden,"RW, CM, LW, RM",85,88,71500000,180000,25,47,2027,England,7,Left,3,81,81,89,82,57,57,186,13,1,75,90,65,70,45
Matheus Nunes,Matheus Luiz Nunes,"RB, CM, RM",79,80,19000000,105000,26,27,2028,Portugal,18,Right,1,85,70,79,76,76,73,187,13,1,75,80,70,75,50
İ. Gündoğan,İlkay Gündoğan,"CM, CDM, CAM",83,83,16500000,77000,34,20,2027,Germany,,Right,3,54,79,80,83,67,74,188,196,11,80,70,70,80,60
W. Zaïre-Emery,Warren Zaïre-Emery,"CM, CDM, CAM",80,87,41000000,58000,19,33,2029,France,18,Right,1,79,68,79,76,79,75,189,93,5,60,90,45,75,45
Luis Milla,Luis Milla Manzanares,"CM, CDM",79,79,17000000,40000,30,5,2027,Spain,,Right,2,69,72,76,80,73,75,190,28,2,75,65,65,75,55
S. Al Dawsari,Salem Al Dawsariسالم الدوسري,"LM, LW",82,82,19000000,59000,33,29,2027,Saudi Arabia,,Right,3,87,75,84,75,81,57,191,176,10,80,65,70,75,60
L. Sučić,Luka Sučić,"CM, CAM",78,86,31500000,34000,22,24,2028,Croatia,26,Left,1,76,76,77,78,72,68,192,37,2,65,80,50,70,45
R. Malinovskyi,Ruslan MalinovskyiМаліновський Руслан Володимирович,"CM, CAM, CDM",76,76,6000000,24000,32,17,2027,Ukraine,,Left,3,66,78,76,79,73,63,193,65,4,80,65,70,80,60
C. Gakpo,Cody Mathès Gakpo,"LM, LW",84,85,49500000,140000,26,18,2030,Netherlands,11,Right,3,83,82,83,80,74,47,194,12,1,75,85,65,75,45
Sergio Gómez,Sergio Gómez Martín,"LM, CM, LB",79,82,24000000,37000,24,17,2030,Spain,,Left,1,73,74,79,80,65,71,195,37,2,70,80,65,70,50
M. Shaparenko,Mykola ShaparenkoШапаренко Микола Володимирович,"CM, CAM, CDM",78,79,16500000,25000,26,10,2026,Ukraine,10,Right,1,79,71,79,79,71,68,196,281,99,70,70,55,65,45
Andrey Santos,Andrey Nascimento dos Santos,"CM, CDM",80,87,42500000,86000,21,17,2030,Brazil,,Right,1,74,69,78,74,80,77,197,7,1,60,90,45,75,45
Johnny Cardoso,João Lucas de Souza Cardoso,"CDM, CM",81,87,37500000,60000,23,5,2030,United States,,Right,1,72,67,78,76,77,80,198,23,2,65,80,50,65,45
O. Watkins,Oliver George Arthur Watkins,ST,84,84,42000000,170000,29,11,2028,England,,Right,3,77,83,80,73,80,50,199,2,1,70,80,70,85,65
M. Olise,Michael Akpovie Olise,"RM, RW",86,88,88000000,95000,23,17,2029,France,11,Left,3,78,80,87,84,66,50,200,42,3,75,95,75,70,35
D. Zappacosta,Davide Zappacosta,"LM, RM, LB",79,79,11000000,69000,33,77,2026,Italy,,Right,2,76,73,77,77,69,76,201,59,4,80,60,80,75,65
J. Henderson,Jordan Brian Henderson,"CDM, CM",79,79,4900000,56000,35,6,2027,England,8,Right,3,65,71,74,80,77,75,202,4,1,80,65,70,80,60
Zubimendi,Martín Zubimendi Ibáñez,"CDM, CM",83,87,45500000,150000,26,36,2030,Spain,18,Right,3,66,68,79,79,73,80,203,1,1,75,85,65,75,45
A. Cambiaso,Andrea Cambiaso,"LB, RB, LM",79,82,21500000,95000,25,27,2027,Italy,19,Left,2,78,70,79,77,70,75,204,68,4,75,80,75,75,50
A. Robertson,Andrew Henry Robertson,"LB, LM",82,82,22000000,115000,31,26,2026,Scotland,3,Left,3,74,61,77,80,75,79,205,12,1,85,75,85,85,55
F. Mendy,Ferland Sinna Mendy,"LB, LM",81,81,22000000,170000,30,23,2028,France,,Left,3,85,64,75,74,84,78,206,35,2,85,80,85,85,55
D. Muñoz,Daniel Muñoz Mejía,"RB, RM",81,81,22500000,95000,29,2,2028,Colombia,,Right,3,75,69,76,72,81,79,207,8,1,80,80,80,85,55
R. Bensebaini,Ramy Bensebainiرامي بن سبعيني,"LB, CB, LM",79,79,15000000,49000,30,5,2027,Algeria,,Left,2,73,70,77,70,79,78,208,45,3,80,75,80,85,55
P. Zieliński,Piotr Sebastian Zieliński,CM,80,80,17500000,39000,31,7,2028,Poland,10,Right,3,76,76,82,80,59,70,209,67,4,80,75,70,85,50
E. Eze,Eberechi Oluchi Eze,"CAM, LW, ST",83,84,42000000,160000,27,10,2029,England,15,Right,3,74,80,87,81,68,50,210,1,1,75,85,65,75,45
Matheus Cunha,Matheus Santos Carneiro da Cunha,"CAM, LW, ST",83,85,45000000,115000,26,10,2030,Brazil,,Right,3,77,85,84,79,75,44,211,14,1,75,85,65,75,45
N. Deossa,Nelson Alexander Deossa Suárez,"CM, CDM, CAM",75,80,8000000,24000,25,18,2030,Colombia,,Left,1,75,76,74,72,80,72,212,34,2,70,70,55,65,45
D. Hancko,Dávid Hancko,"CB, LB, LM",83,85,38500000,82000,27,17,2030,Slovakia,,Left,3,77,66,74,73,82,82,213,23,2,80,75,80,65,45
Isco,Francisco Román Alarcón Suárez,"CAM, LM, CM",84,84,26500000,52000,33,22,2027,Spain,,Right,3,66,79,85,85,60,59,214,34,2,80,65,70,75,60
Ander Herrera,Ander Herrera Agüera,"CDM, CM",78,78,4000000,16000,35,21,2025,Spain,,Right,3,59,71,77,76,74,77,215,256,99,80,65,70,80,60
Malcom,Malcom Filipe Silva de Oliveira,"CAM, RM, LM, CM",82,82,30500000,60000,28,10,2027,Brazil,,Left,3,89,78,84,79,73,43,216,176,10,75,70,65,75,55
N. Rovella,Nicolò Rovella,"CDM, CM",79,84,24500000,31000,23,6,2028,Italy,6,Right,3,76,63,78,77,71,75,217,69,4,70,75,60,65,40
K. Taylor,Kenneth Ina Dorothea Taylor,"CM, CAM",78,84,22000000,18000,23,8,2027,Netherlands,,Left,1,73,77,78,78,74,67,218,97,6,65,75,50,65,45
Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,"CAM, RM, CM",83,83,35500000,47000,29,20,2028,Brazil,,Right,3,88,77,84,83,72,35,219,159,9,75,75,65,80,55
M. Folorunsho,Michael Ijemuan Folorunsho,"CAM, CM, ST",75,75,6000000,69000,27,90,2026,Italy,,Right,1,73,76,74,73,76,71,220,61,4,70,70,55,65,45
R. Christie,Ryan Christie,"CDM, CM, CAM",79,79,14500000,75000,30,10,2027,Scotland,11,Left,1,69,70,78,77,76,74,221,3,1,75,65,60,75,55
Fornals,Pablo Fornals Malla,"CDM, CM, RM",79,79,15000000,33000,29,8,2029,Spain,,Right,2,65,75,80,80,71,73,222,34,2,70,65,60,75,55
Lucas Vázquez,Lucas Vázquez Iglesias,"RB, RM",77,77,3900000,62000,34,21,2027,Spain,,Right,3,76,74,79,80,67,70,223,43,3,85,60,85,75,65
A. Bah,Alexander Hartmann Bah,"RB, RM",78,79,15000000,20000,27,6,2029,Denmark,4,Right,1,90,65,75,72,81,73,224,210,12,75,75,70,70,50
A. Golovin,Aleksandr GolovinГоловин Александр Сергеевич,"LM, CAM, LW",79,79,17000000,38000,29,10,2029,Russia,,Right,3,73,76,82,79,66,61,225,89,5,75,70,65,80,55
Gerson Armão,Gérson Adriano Gutierres Serra,"LB, LM",78,78,14000000,26000,25,4,2028,Brazil,,Left,1,79,67,71,71,79,74,226,166,9,75,75,70,70,50
Rodinei,Rodinei Marcelo de Almeida,"RB, RM",79,79,9000000,37000,33,23,2027,Brazil,,Right,1,81,66,79,73,77,74,227,268,99,80,65,75,80,65
S. Lobotka,Stanislav Lobotka,"CM, CDM",83,83,34500000,125000,30,68,2027,Slovakia,,Right,3,71,69,82,80,71,76,228,72,4,80,75,70,80,50
D. Zakaria,Denis Lemi Zakaria Lako Lado,"CDM, CM",82,83,29500000,45000,28,6,2028,Switzerland,,Right,3,80,67,77,74,85,80,229,89,5,75,75,65,80,55
M. Damsgaard,Mikkel Krogh Damsgaard,"CAM, CM",80,83,29000000,71000,24,24,2030,Denmark,14,Right,1,68,73,81,82,67,66,230,4,1,65,85,50,70,50
E. Skhiri,Ellyes Joris Skhiriإلياس صخيري,"CDM, CM",80,80,17500000,39000,30,15,2027,Tunisia,,Right,3,64,73,75,74,74,80,231,47,3,80,80,70,85,50
F. Schär,Fabian Lukas Schär,CB,82,82,14500000,135000,33,5,2026,Switzerland,,Right,3,51,68,73,76,80,84,232,15,1,85,70,85,80,65
N. Schlotterbeck,Nico Cedric Schlotterbeck,CB,85,88,63500000,72000,25,4,2027,Germany,,Left,3,74,60,73,75,82,85,233,45,3,80,90,80,70,45
L. Messi,Lionel Andrés Messi Cuccitini,"RW, ST, CAM, RM",86,86,22000000,17000,38,10,2025,Argentina,10,Left,4,78,85,90,85,64,33,234,138,8,85,75,80,75,60
R. Rodríguez,Ricardo Iván Rodríguez Araya,"LB, CB, LM",74,74,2900000,23000,32,12,2026,Switzerland,,Left,2,66,69,74,78,72,70,235,34,2,80,50,80,75,65
E. Buendía,Emiliano Buendía Stati,"CAM, LM, RM, CM",77,77,10500000,90000,28,10,2026,Argentina,,Right,2,66,74,81,78,66,66,236,2,1,70,75,60,85,55
L. Suárez,Luis Alberto Suárez Díaz,"ST, CAM",79,79,6000000,10000,38,9,2025,Uruguay,,Right,3,53,82,76,74,75,41,237,138,8,80,65,70,80,60
A. Gordon,Anthony Michael Gordon,"LW, RW, LM",83,86,49500000,135000,24,10,2027,England,18,Right,3,91,79,83,78,72,50,238,15,1,65,85,65,70,60
T. Lemar,Thomas Lemar,"CM, LM",77,77,10500000,57000,29,11,2026,France,,Left,3,72,75,80,79,59,67,239,29,2,75,70,65,80,55
V. van Dijk,Virgil van Dijk,CB,90,90,57000000,230000,33,4,2027,Netherlands,4,Right,5,73,60,72,72,87,90,240,12,1,90,85,95,80,65
R. Perraud,Romain Paul Jean-Michel Perraud,"LB, LM",74,75,4400000,23000,27,15,2028,France,,Left,1,72,75,75,76,71,68,241,84,5,75,60,70,65,50
C. Jones,Curtis Jones,"CAM, CM, CDM",80,83,29000000,89000,24,17,2027,England,17,Right,1,74,74,82,76,76,72,242,12,1,65,90,50,75,50
M. Pašalić,Mario Pašalić,"CM, CAM",80,80,20000000,73000,30,8,2028,Croatia,15,Right,3,69,78,81,77,76,67,243,59,4,80,70,70,75,50
N. Nández,Nahitan Michel Nández Acosta,"CM, RB, RM, CAM",76,76,7500000,34000,29,8,2027,Uruguay,,Right,1,81,61,78,74,81,71,244,183,10,75,65,70,75,60
Ruiz de Galarreta,Iñigo Ruiz de Galarreta Etxeberria,"CDM, CM",80,80,15000000,49000,31,16,2027,Spain,,Right,3,69,65,79,77,76,76,245,22,2,80,70,70,80,50
A. Gomes,Adilson Angel Abreu de Almeida Gomes,"CAM, CM, CDM",76,81,11500000,31000,24,8,2028,England,,Right,1,69,70,79,75,67,72,246,87,5,65,85,50,75,50
O. Tufan,Ozan Tufan,"CDM, CAM, ST, CM",73,73,2500000,36000,30,11,2027,Türkiye,,Right,1,75,76,74,71,79,70,247,206,11,75,55,60,75,55
A. Engels,Arne Engels,"CM, CDM",75,84,12500000,34000,21,27,2028,Belgium,,Right,1,73,72,72,77,75,68,248,116,7,60,80,45,70,45
D. Udogie,Iyenoma Destiny Udogie,LB,80,84,28500000,84000,22,13,2030,Italy,,Left,3,88,64,78,73,79,76,249,18,1,75,90,75,75,45
Mauro Júnior,Mauro Jaqueson Junior Ferreira dos Santos,"LB, CM, RB, LM",79,82,21000000,25000,26,17,2029,Brazil,,Left,1,83,66,81,76,59,73,250,109,6,75,75,70,70,50
F. Kadıoğlu,Ferdi Erenay Kadıoğlu,"RB, LB, RM",79,81,20000000,81000,25,24,2028,Türkiye,,Right,3,82,68,80,74,67,76,251,5,1,80,75,80,70,45
T. Pobega,Tommaso Pobega,"CM, CDM",74,77,5500000,33000,25,4,2026,Italy,,Right,1,74,76,75,70,74,74,252,60,4,70,60,55,65,45
Y. Adli,Yacine Adliياسين عدلي,"CDM, CM",78,83,19500000,28000,24,29,2028,France,,Right,1,70,69,78,80,68,73,253,185,10,65,75,50,65,50
J. Lerma,Jefferson Andrés Lerma Solís,"CDM, CM, CB",77,77,9000000,71000,30,8,2026,Colombia,,Right,1,68,71,74,70,79,76,254,8,1,80,75,75,85,55
R. Baku,Bote Ridle Nzuzi Baku,"RM, RB, RW",78,78,15000000,50000,27,17,2027,Germany,,Right,2,81,72,81,73,75,71,255,53,3,75,70,75,65,50
Evander,Evander da Silva Ferreira,"CAM, CM, ST",79,80,20000000,12000,27,10,2027,Brazil,,Right,1,72,77,81,78,69,66,256,134,8,70,75,55,70,45
L. Majer,Lovro Majer,"CM, CAM, RM",78,79,16000000,46000,27,10,2028,Croatia,,Left,2,70,73,83,80,70,60,257,58,3,70,75,60,70,45
O. Marmoush,Omar Khaled Mohamed Marmoush,"ST, CAM, LW",84,85,50500000,175000,26,7,2029,Egypt,,Right,3,89,85,86,76,71,34,258,13,1,75,85,65,75,45
A. Claude-Maurice,Alexis Claude-Maurice,"CAM, CM, LW",77,78,12000000,35000,27,20,2027,France,,Right,1,75,74,81,73,66,68,259,41,3,70,75,55,70,45
R. Bentancur,Rodrigo Bentancur Colmán,"CDM, CM",80,81,20500000,100000,28,30,2026,Uruguay,,Right,3,64,68,79,78,72,78,260,18,1,75,80,65,85,55
L. Da Cunha,Lucas Da Cunha,"CDM, CM, CAM",74,79,6000000,51000,24,33,2029,France,,Left,1,77,71,79,73,63,71,261,62,4,65,70,50,70,50
Pepelu,José Luis García Vayá,"CM, CDM",77,78,12500000,36000,26,18,2028,Spain,,Right,1,64,70,74,78,78,73,262,39,2,70,70,55,65,45
O. Zinchenko,Oleksandr ZinchenkoЗінченко Олександр Володимирович,LB,77,77,9500000,100000,28,35,2026,Ukraine,17,Left,2,63,66,78,79,62,76,263,16,1,75,75,75,85,60
J. Stage,Jens Dalsgaard Stage,"CM, CDM",78,78,14000000,32000,28,6,2028,Denmark,,Right,1,63,73,77,74,79,75,264,57,3,70,65,55,75,55
T. Weah,Timothy Tarpeh Weah,"RM, RB",77,78,12500000,86000,25,22,2026,United States,21,Right,1,87,75,78,72,65,68,265,87,5,75,80,70,75,50
İ. Kahveci,İrfan Can Kahveci,"RW, CAM, CM, RM",78,78,14000000,55000,29,17,2028,Türkiye,,Left,1,73,77,80,81,67,58,266,195,11,70,70,55,80,55
L. Martínez,Lisandro Martínez,CB,81,82,26000000,90000,27,6,2027,Argentina,25,Left,3,67,59,75,75,80,81,267,14,1,80,85,80,75,45
P. Pogba,Paul Labile Pogba,"CM, CDM, CAM",79,79,14000000,38000,32,8,2027,France,,Right,3,64,76,83,81,78,60,268,89,5,80,65,70,80,60
T. Partey,Thomas Teye Partey,"CDM, CM, RB",83,83,24000000,57000,32,16,2026,Ghana,18,Right,3,59,71,77,80,82,80,269,40,2,85,65,85,75,65
Renan Lodi,Renan Augusto Lodi dos Santos,"LB, LM",78,79,15000000,40000,27,6,2027,Brazil,,Left,1,75,69,77,76,71,73,270,176,10,75,70,70,65,50
J. Brownhill,Joshua Brownhill,"CDM, CM, CAM",76,76,6500000,29000,29,8,2027,England,,Right,1,66,75,74,74,77,72,271,185,10,70,65,55,75,55
M. Mittelstädt,Maximilian Mittelstädt,"LB, LM",82,82,27500000,53000,28,7,2028,Germany,18,Left,3,81,62,77,77,74,78,272,56,3,80,70,80,75,55
Gayà,José Luis Gayà Peña,"LB, LM",81,81,22000000,49000,30,14,2027,Spain,,Left,3,80,61,77,76,72,77,273,39,2,85,70,85,75,55
V. Pavlidis,Vangelis PavlidisΒαγγέλης Παυλίδης,"ST, CAM",82,84,38000000,31000,26,14,2029,Greece,,Right,3,79,82,80,71,82,47,274,210,12,75,80,65,70,45
L. Hall,Lewis Kieran Hall,LB,80,86,30500000,81000,20,3,2029,England,,Left,1,77,62,79,78,64,77,275,15,1,65,85,60,70,50
Carlos Soler,Carlos Soler Barragán,"CM, CAM",77,77,10500000,38000,28,18,2029,Spain,,Right,2,70,75,78,78,68,69,276,37,2,70,70,60,80,55
N. Gudelj,Nemanja GudeljНемања Гудељ,"CB, CDM",77,77,5000000,31000,33,6,2026,Serbia,,Right,3,46,73,69,78,84,76,277,38,2,85,65,85,80,65
B. Heynen,Bryan Heynen,"CDM, CM, CAM",78,78,12500000,28000,28,8,2029,Belgium,,Right,1,60,73,76,75,78,73,278,257,99,70,65,55,75,55
J. Cuadrado,Juan Guillermo Cuadrado Bello,"RM, RB, RW",76,76,2400000,9000,37,11,2026,Colombia,,Right,3,77,72,78,76,61,74,279,74,4,85,60,85,75,65
Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,85,85,10000000,58000,40,7,2027,Portugal,7,Right,3,76,88,80,76,76,34,280,181,10,75,70,75,70,75
K. Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,"CM, CAM, CDM",77,78,12500000,40000,26,22,2030,England,,Left,1,66,72,78,77,71,70,281,9,1,70,75,55,70,45
C. Zafeiris,Christos ZafeirisΧρήστος Ζαφείρης,"CM, CDM",75,82,11500000,23000,22,10,2029,Greece,,Right,1,78,70,79,73,77,66,282,278,99,65,80,50,70,45
D. Cataldi,Danilo Cataldi,"CDM, CM",77,77,9000000,32000,30,32,2027,Italy,,Right,2,68,71,77,77,69,73,283,69,4,75,65,65,75,55
Andeson Trigo,Andeson Jaime Trigo Gonçalves,"LB, LM, CAM",77,77,5500000,21000,33,18,2028,Brazil,,Left,1,82,63,77,75,65,71,284,163,9,80,60,75,75,65
M. Götze,Mario Götze,"CM, CAM, RM, CDM",82,82,18500000,47000,33,27,2026,Germany,,Right,3,60,75,85,85,67,56,285,47,3,80,75,70,85,60
P. Frankowski,Przemysław Frankowski,"RB, RM",75,75,4800000,41000,30,95,2026,Poland,19,Right,2,87,71,75,74,71,69,286,94,5,80,65,80,75,55
I. Toney,Ivan Benjamin Elijah Toney,ST,81,81,25500000,59000,29,99,2028,England,,Right,1,78,82,75,71,81,51,287,171,10,65,75,60,80,70
Diogo Dalot,José Diogo Dalot Teixeira,"RB, LB, RM",79,81,20000000,80000,26,2,2028,Portugal,5,Right,3,85,63,77,74,78,76,288,14,1,80,80,80,75,45
M. Sanson,Morgan Sanson,"CM, CAM",76,76,7000000,26000,30,8,2027,France,,Right,2,62,73,76,77,74,70,289,91,5,75,65,65,75,55
Ricardo Horta,Ricardo Jorge da Luz Horta,"CAM, LM, RM, CM",81,81,25000000,23000,30,21,2028,Portugal,,Right,3,78,81,82,81,69,43,290,212,12,80,75,70,80,50
C. De Ketelaere,Charles De Ketelaere,"CAM, ST, CM",82,86,43500000,72000,24,17,2027,Belgium,,Left,3,70,79,83,80,68,56,291,59,4,70,80,60,65,45
J. Bowen,Jarrod Bowen,"RM, ST, RW",83,83,36500000,100000,28,20,2030,England,20,Left,3,76,81,82,78,70,46,292,19,1,70,75,70,80,65
D. Núñez,Darwin Gabriel Núñez Ribeiro,ST,79,82,23000000,50000,26,7,2028,Uruguay,,Right,3,88,79,76,72,82,49,293,176,10,70,70,70,65,55
A. Castro-Montes,Alessio Daniel Castro-Montes,"RM, LM, RB, RW",77,77,10500000,27000,28,17,2028,Belgium,,Right,1,74,72,75,74,72,71,294,52,3,75,65,70,75,60
J. Frimpong,Jeremie Agyekum Frimpong,"RB, RM, RW",83,85,43500000,105000,24,30,2030,Netherlands,12,Right,3,94,62,84,74,63,72,295,12,1,75,90,75,75,50
A. Isak,Alexander Isak,ST,88,89,111000000,200000,25,9,2031,Sweden,9,Right,4,83,89,85,73,76,39,296,12,1,75,90,80,70,55
Álvaro Carreras,Álvaro Fernández Carreras,"LB, LM",80,88,45000000,130000,22,18,2031,Spain,,Left,1,85,65,79,75,80,73,297,35,2,70,90,65,75,45
M. Politano,Matteo Politano,"RW, RM",81,81,21500000,115000,31,21,2027,Italy,7,Left,3,80,78,83,80,55,59,298,72,4,75,70,75,80,65
Marlon Dorrão,Marlon Wilson Dorrão Barni,"CDM, CM",68,68,1000000,7000,29,16,2028,Brazil,,Right,1,58,59,67,64,76,64,299,170,9,70,55,55,75,55
Pedro Díaz,Pedro Díaz Fanjul,"CM, CDM, CAM",75,76,6500000,22000,27,4,2028,Spain,,Right,1,66,76,74,76,73,69,300,33,2,70,70,55,65,45
A. Bakasetas,Anastasios BakasetasΑναστάσιος Μπακασέτας,"CAM, CM",76,76,6000000,25000,32,11,2027,Greece,,Left,1,68,80,75,76,76,59,301,269,99,75,65,60,80,65
Nuno Tavares,Nuno Albertino Varela Tavares,"LB, LM",78,81,17000000,31000,25,17,2029,Portugal,,Left,1,88,67,80,72,77,70,302,69,4,75,70,70,65,50
K. Benzema,Karim Benzemaكريم بن زيما,"ST, CAM",85,85,18500000,64000,37,9,2026,France,,Right,4,75,84,83,81,77,38,303,177,10,85,75,80,75,60
S. Amrabat,Sofyan Amrabatسفيان أمرابط,"CDM, CM, CB",78,78,12500000,50000,28,14,2026,Morocco,4,Right,1,61,70,74,73,82,75,304,34,2,75,65,70,75,60
S. Szymański,Sebastian Szymański,"CAM, CM",78,80,17500000,51000,26,53,2027,Poland,20,Left,1,78,76,77,78,67,60,305,195,11,70,75,55,70,45
R. Sánchez,Richard Rafael Sánchez Guerrero,"CM, CDM",75,75,5500000,19000,29,26,2028,Paraguay,,Right,1,77,68,75,74,77,72,306,254,99,70,65,55,75,55
P. Hrošovský,Patrik Hrošovský,"CM, CAM, CDM",76,76,4600000,26000,33,17,2026,Slovakia,,Right,1,60,75,76,74,71,70,307,257,99,75,60,60,75,65
S. Colombatto,Santiago Colombatto,"CDM, CM",73,74,2900000,25000,28,11,2027,Argentina,,Left,1,71,70,71,73,78,69,308,36,2,70,60,55,80,55
D. Sow,Mohameth Djibril Ibrahima Sow,"CM, CDM",76,76,7500000,30000,28,20,2028,Switzerland,,Right,2,78,69,76,73,78,74,309,38,2,70,70,60,80,55
A. Jashari,Ardon Jashari,"CDM, CM",77,86,22500000,35000,22,30,2030,Switzerland,,Left,1,75,67,73,75,82,72,310,71,4,65,85,50,75,45
Chiquinho,Francisco Leonel Lima Silva Machado,"CM, CAM, RM",78,78,13500000,35000,29,22,2027,Portugal,,Right,1,74,75,78,78,70,66,311,268,99,70,70,55,80,55
M. Amoura,Mohamed El Amine Amouraمحمد الأمين عمورة,"ST, LW, LM, CAM",80,84,29500000,56000,25,9,2029,Algeria,,Right,1,90,81,86,71,61,47,312,58,3,70,80,55,70,45
Oyarzabal,Mikel Oyarzabal Ugarte,"ST, LM, LW",82,82,31000000,59000,28,10,2028,Spain,21,Left,3,77,83,82,81,65,42,313,37,2,70,75,70,80,65
Renato Sanches,Renato Júnior Luz Sanches,"CM, CDM",75,75,6000000,22000,27,8,2027,Portugal,,Right,3,71,69,78,76,73,70,314,269,99,75,75,65,70,45
